Last updated:  2023-01-09 21:54:44
Last bowl scored:  National Championship (Georgia vs. TCU)

1,Sure Thing Shipley,7.0
2,Gigi,6.0
2,MamaLonghorn,6.0
4,#mamabear,5.0
4,Badgers,5.0
4,Bugaroo,5.0
7,Amanda,4.0
7,Bear in Law,4.0
7,NIL,4.0
10,Bad New Bibby,0.0
