Last updated:  2023-01-09 21:40:39
Last bowl scored:  Rose Bowl (Utah vs. Penn State)

1,Amanda,35.0
2,GlamKam,31.25
3,Sure Thing Shipley,30.0
4,Badgers,29.75
5,Bugaroo,29.0
6,#mamabear,28.25
7,bopper,27.75
8,MamaLonghorn,27.25
8,NIL,27.25
10,Bear-in-Law,26.75
11,Bad News Bibby,25.75
12,Aggie Austin,25.5
13,blue orred,24.25
14,W2D2,22.75
15,D-bo,22.5
16,Gigi,17.0
